profile,run_id,itnum,ncpu,ngpu,function,time_ms
profile,12846548,1,21,0,calcMMt,11340.059
profile,12846547,4,14,0,find_qtl,29697.352
profile,12846547,4,14,0,constructX,4725.527
profile,12846547,4,14,0,calc_extBIC,1742.112
profile,12846547,4,14,0,calcVC,992.939
profile,12846547,3,14,0,find_qtl,29773.208
profile,12846547,3,14,0,constructX,4720.285
profile,12846547,3,14,0,calc_extBIC,1684.052
profile,12846547,3,14,0,calcVC,999.856
profile,12846547,2,14,0,find_qtl,30359.316
profile,12846547,2,14,0,constructX,4725.954
profile,12846547,2,14,0,calc_extBIC,1794.016
profile,12846547,2,14,0,calcVC,1136.266
profile,12846547,1,14,0,invMMt,161.586
profile,12846547,1,14,0,find_qtl,29744.202
profile,12846547,1,14,0,constructX,0.086
profile,12846547,1,14,0,calc_extBIC,1763.233
profile,12846547,1,14,0,calcVC,1954.858
profile,12846547,1,14,0,calcMMt,12459.655
profile,12846546,4,12,0,find_qtl,30290.696
profile,12846546,4,12,0,constructX,4583.237
profile,12846546,4,12,0,calc_extBIC,1697.207
profile,12846546,4,12,0,calcVC,969.25
profile,12846546,3,12,0,find_qtl,30414.535
profile,12846546,3,12,0,constructX,4578.66
profile,12846546,3,12,0,calc_extBIC,1641.204
profile,12846546,3,12,0,calcVC,974.873
profile,12846546,2,12,0,find_qtl,30128.23
profile,12846546,2,12,0,constructX,4583.351
profile,12846546,2,12,0,calc_extBIC,1734.713
profile,12846546,2,12,0,calcVC,1114.072
profile,12846546,1,12,0,invMMt,152.459
profile,12846546,1,12,0,find_qtl,30351.845
profile,12846546,1,12,0,constructX,0.079
profile,12846546,1,12,0,calc_extBIC,1678.843
profile,12846546,1,12,0,calcVC,2298.012
profile,12846546,1,12,0,calcMMt,13290.502
profile,12846545,4,10,0,find_qtl,34907.642
profile,12846545,4,10,0,constructX,4725.179
profile,12846545,4,10,0,calc_extBIC,1850.059
profile,12846545,4,10,0,calcVC,1069.986
profile,12846545,3,10,0,find_qtl,34795.805
profile,12846545,3,10,0,constructX,4726.33
profile,12846545,3,10,0,calc_extBIC,1810.292
profile,12846545,3,10,0,calcVC,1075.035
